КодЗаказа|ДатаРазмещения|Стоимость|СтранаПолучателя|Марка|Категория|странаПоставщика|КодСотрудника
10645|26.8.1997 0:00:00|12500,00|Бразилия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|4
10719|27.10.1997 0:00:00|5625,00|США|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|8
10745|18.11.1997 0:00:00|15000,00|Германия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|9
10756|27.11.1997 0:00:00|10499,99|США|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|8
10789|22.12.1997 0:00:00|18750,00|Франция|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|1
10838|19.1.1998 0:00:00|11718,75|Венесуэлла|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|3
10853|27.1.1998 0:00:00|6250,00|Германия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|9
10861|30.1.1998 0:00:00|12500,00|США|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|4
10877|9.2.1998 0:00:00|15625,00|Бразилия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|1
10935|9.3.1998 0:00:00|1875,00|Бразилия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|4
10964|20.3.1998 0:00:00|3750,00|Франция|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|3
10985|30.3.1998 0:00:00|4499,99|Ирландия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|2
11018|13.4.1998 0:00:00|6250,00|США|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|4
11026|15.4.1998 0:00:00|5000,00|Италия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|4
11053|27.4.1998 0:00:00|17499,99|Австрия|Wimmers gute Semmelknodel|Хлебобулочные изделия|Германия|2
10270|1.8.1996 0:00:00|9200,00|Финляндия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|1
10294|30.8.1996 0:00:00|5520,00|США|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|4
10302|10.9.1996 0:00:00|4416,00|Бельгия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|4
10309|19.9.1996 0:00:00|7360,00|Ирландия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10312|23.9.1996 0:00:00|8832,00|Германия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|2
10340|29.10.1996 0:00:00|13983,99|Франция|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|1
10458|26.2.1997 0:00:00|7360,00|Бельгия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|7
10464|4.3.1997 0:00:00|1104,00|Португалия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|4
10468|7.3.1997 0:00:00|5520,00|Германия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10507|15.4.1997 0:00:00|5864,99|Мексика|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|7
10524|1.5.1997 0:00:00|27600,00|Германия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|1
10530|8.5.1997 0:00:00|11500,00|Австрия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10644|25.8.1997 0:00:00|9200,00|Бразилия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10673|18.9.1997 0:00:00|2760,00|Финляндия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|2
10691|3.10.1997 0:00:00|18400,00|Германия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|2
10706|16.10.1997 0:00:00|11040,00|США|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|8
10760|1.12.1997 0:00:00|10350,00|Бельгия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|4
10814|5.1.1998 0:00:00|7819,99|Франция|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10819|7.1.1998 0:00:00|3220,00|Аргентина|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|2
10831|14.1.1998 0:00:00|4140,00|Норвегия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10842|20.1.1998 0:00:00|2300,00|Мексика|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|1
10923|3.3.1998 0:00:00|3679,99|Франция|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|7
10938|10.3.1998 0:00:00|8280,00|Германия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
10982|27.3.1998 0:00:00|4140,00|Канада|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|2
10987|31.3.1998 0:00:00|2760,00|Великобритания|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|8
11023|14.4.1998 0:00:00|13800,00|Великобритания|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|1
11052|27.4.1998 0:00:00|11039,99|Бразилия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|3
11068|4.5.1998 0:00:00|14075,99|Бразилия|Singaporean Hokkien Fried Mee|Хлебобулочные изделия|Сингапур|8
10256|15.7.1996 0:00:00|3930,00|Бразилия|Filo Mix|Хлебобулочные изделия|Австралия|3
10285|20.8.1996 0:00:00|7545,59|Германия|Filo Mix|Хлебобулочные изделия|Австралия|1
10306|16.9.1996 0:00:00|2620,00|Испания|Filo Mix|Хлебобулочные изделия|Австралия|1
10312|23.9.1996 0:00:00|5240,00|Германия|Filo Mix|Хлебобулочные изделия|Австралия|2
10380|12.12.1996 0:00:00|4715,99|Ирландия|Filo Mix|Хлебобулочные изделия|Австралия|8
10388|19.12.1996 0:00:00|10480,00|Великобритания|Filo Mix|Хлебобулочные изделия|Австралия|2
10395|26.12.1996 0:00:00|16505,99|Венесуэлла|Filo Mix|Хлебобулочные изделия|Австралия|6
10416|16.1.1997 0:00:00|2620,00|Финляндия|Filo Mix|Хлебобулочные изделия|Австралия|8
10421|21.1.1997 0:00:00|3340,49|Бразилия|Filo Mix|Хлебобулочные изделия|Австралия|8
10437|5.2.1997 0:00:00|3930,00|Финляндия|Filo Mix|Хлебобулочные изделия|Австралия|8
10455|24.2.1997 0:00:00|13100,00|Финляндия|Filo Mix|Хлебобулочные изделия|Австралия|8
10479|19.3.1997 0:00:00|7336,00|США|Filo Mix|Хлебобулочные изделия|Австралия|3
10502|10.4.1997 0:00:00|1968,00|Мексика|Filo Mix|Хлебобулочные изделия|Австралия|2
10504|11.4.1997 0:00:00|3280,00|США|Filo Mix|Хлебобулочные изделия|Австралия|4
10520|29.4.1997 0:00:00|1640,00|Норвегия|Filo Mix|Хлебобулочные изделия|Австралия|7
10558|4.6.1997 0:00:00|5904,00|Великобритания|Filo Mix|Хлебобулочные изделия|Австралия|1
10573|19.6.1997 0:00:00|8200,00|Мексика|Filo Mix|Хлебобулочные изделия|Австралия|7
10626|11.8.1997 0:00:00|3936,00|Швеция|Filo Mix|Хлебобулочные изделия|Австралия|1
10650|29.8.1997 0:00:00|7789,99|Бразилия|Filo Mix|Хлебобулочные изделия|Австралия|5
10675|19.9.1997 0:00:00|3280,00|Германия|Filo Mix|Хлебобулочные изделия|Австралия|5
10711|21.10.1997 0:00:00|39360,00|США|Filo Mix|Хлебобулочные изделия|Австралия|5
10712|21.10.1997 0:00:00|934,79|Ирландия|Filo Mix|Хлебобулочные изделия|Австралия|3
10825|9.1.1998 0:00:00|6560,00|Германия|Filo Mix|Хлебобулочные изделия|Австралия|1
10833|15.1.1998 0:00:00|2656,79|Германия|Filo Mix|Хлебобулочные изделия|Австралия|6
10867|3.2.1998 0:00:00|984,00|США|Filo Mix|Хлебобулочные изделия|Австралия|6
10933|6.3.1998 0:00:00|656,00|Великобритания|Filo Mix|Хлебобулочные изделия|Австралия|6
10962|19.3.1998 0:00:00|6560,00|Германия|Filo Mix|Хлебобулочные изделия|Австралия|8
11033|17.4.1998 0:00:00|20663,99|Швейцария|Filo Mix|Хлебобулочные изделия|Австралия|7
11062|30.4.1998 0:00:00|2623,99|Италия|Filo Mix|Хлебобулочные изделия|Австралия|4
11064|1.5.1998 0:00:00|7379,99|США|Filo Mix|Хлебобулочные изделия|Австралия|1
10251|8.7.1996 0:00:00|2222,99|Франция|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|3
10260|19.7.1996 0:00:00|7800,00|Германия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10282|15.8.1996 0:00:00|312,00|Испания|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10326|10.10.1996 0:00:00|2496,00|Испания|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10355|15.11.1996 0:00:00|3900,00|Великобритания|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|6
10368|29.11.1996 0:00:00|3900,00|Австрия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|2
10416|16.1.1997 0:00:00|3120,00|Финляндия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|8
10438|6.2.1997 0:00:00|1871,99|Германия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|3
10535|13.5.1997 0:00:00|877,49|Мексика|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10578|24.6.1997 0:00:00|1170,00|Великобритания|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10582|27.6.1997 0:00:00|780,00|Германия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|3
10597|11.7.1997 0:00:00|3900,00|Австрия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|7
10707|16.10.1997 0:00:00|7800,00|Великобритания|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10755|26.11.1997 0:00:00|2047,50|Франция|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10823|9.1.1998 0:00:00|2925,00|Венесуэлла|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|5
10826|12.1.1998 0:00:00|2925,00|Франция|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|6
10836|16.1.1998 0:00:00|4680,00|Австрия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|7
10851|26.1.1998 0:00:00|1852,49|Бразилия|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|5
10916|27.2.1998 0:00:00|3900,00|Аргентина|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|1
10931|6.3.1998 0:00:00|5850,00|Швейцария|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|4
10983|27.3.1998 0:00:00|2925,00|США|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|2
11039|21.4.1998 0:00:00|5460,00|Венесуэлла|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|1
11055|28.4.1998 0:00:00|3900,00|Венесуэлла|Gnocchi di nonna Alice|Хлебобулочные изделия|Италия|7
10263|23.7.1996 0:00:00|23692,50|Австрия|Ravioli Angelo|Хлебобулочные изделия|Италия|9
10314|25.9.1996 0:00:00|2861,99|США|Ravioli Angelo|Хлебобулочные изделия|Италия|1
